,artist,album,albumcount,year
290598,The Go! Team,Proof Of Youth,1,2017
290615,The Go! Team,Rolling Blackouts,1,2011
290646,The Godfathers,More Songs About Love & Hate,6,2011
290683,The Gracious Few,The Gracious Few,1,2010
290696,The Grascals,The Grascals & Friends: Country Classics With A Bluegrass Spin,3,2017
290737,The Greater Allen Cathedral,Rev. Floyd Flake Presents: The Worship Expierence,1,2013
290747,The Green,Hawai'i 13,1,2013
290772,The Griswolds,Be Impressive,1,2015
290798,The Grouch & Eligh,The Tortoise And The Crow,1,2014
290839,The Growlers,Chinese Fountain,1,2014
291038,The Head And The Heart,Signs Of Light,6,2016
291072,The Heavy,The Glorious Dead.,1,2012
291092,The Helio Sequence,Negotiations,1,2012
291162,The Hit Crew,Drew's Famous: Ultimate Halloween Party Favorites,5,2011
291179,The Hives,Lex Hives,1,2012
291248,The Hold Steady,Boys And Girls In America,2,2016
291276,The Hold Steady,Heaven Is Whenever,3,2010
291299,The Hold Steady,Teeth Dreams,2,2014
291421,The Hombres,Let It Out (Let It All Hang Out),4,2015
291429,The Hoppers,The Best Of The Hoppers: From The Homecoming Series,1,2010
291448,The Horrible Crowes,Elsie,1,2011
291460,The Horrors,Luminous,1,2014
291470,The Horrors,Skying,1,2011
291525,The Human Abstract,Digital Veil,1,2011
291790,The Internet,Ego Death,2,2015
291802,The Internet,Hive Mind,2,2018
291815,The Interrupters,Fight The Good Fight,1,2018
292136,The Isley Brothers / Santana,Power Of Peace,1,2017
292480,The Jam,The Jam,7,2010
292505,The JaneDear Girls,The JaneDear Girls,7,2011
292544,The Jayhawks,Mockingbird Time,5,2011
292596,The Jayhawks,Paging Mr. Proust,1,2016
293002,The Jimi Hendrix Experience,Freedom: Atlanta Pop Festival,3,2015
293040,The Jimi Hendrix Experience,Miami Pop Festival,2,2013
293064,The Jimi Hendrix Experience,Winterland,2,2011
293174,The Jon Spencer Blues Explosion,Now I Got Worry,1,2010
293243,The Joy Formidable,Wolf's Law,2,2013
293419,The Killers,Direct Hits,3,2013
293477,The Killers,Wonderful Wonderful,5,2017
293487,The Killjoy Club,Reindeer Games,1,2015
293503,The Kills,Ash & Ice,1,2016
293516,The Kills,Blood Pressures,4,2011
294161,The Knickerbockers,Lies,5,2014
294163,The Knife,Shaking The Habitual,2,2013
294191,The Kooks,Junk Of The Heart,1,2011
294218,The La's,The La's,1,2019
294219,The Lacs,190 Proof,3,2012
294233,The Lacs,American Rebelution,1,2017
294245,The Lacs,Dirt Rock,1,2018
294257,The Lacs,Keep It Redneck,7,2013
294272,The Lacs,Nothing In Particular,2,2014
294283,The Lacs,Outlaw In Me,4,2015
294330,The Last Shadow Puppets,Everything You've Come To Expect,1,2016
294385,The Lawrence Arms,Metropole,1,2014
294464,The Lemonheads,Varshons,1,2019
294490,The Letter Black,Hanging On By A Thread,1,2010
294581,The Little Willies,For The Good Times,3,2012
294611,The Lone Bellow,The Lone Bellow,4,2013
294622,The Lone Bellow,Then Came The Morning,1,2015
294635,The Lone Bellow,Walk Into A Storm,1,2017
294664,The Lonely Island,Popstar: Never Stop Never Stopping (Soundtrack),1,2016
294692,The Lonely Island,The Wack Album,4,2013
294859,The Low Anthem,Smart Flesh,1,2011
294873,The Lox,Filthy America...It's Beautiful,1,2016
294907,The Lox,The Trinity: 2nd Sermon (EP),1,2014
295014,The Magnetic Fields,Love At The Bottom Of The Sea,1,2012
295029,The Magnetic Fields,Realism,1,2010
295056,The Magnificent Men,The Magnificent Men,2,2016
295168,The Maine,American Candy,1,2015
295191,The Maine,Forever Halloween,1,2014
295209,The Maine,Lovely Little Lonely,1,2017
295386,The Manhattan Transfer,The Manhattan Transfer Live,3,2018
295601,The Mars Volta,Noctourniquet,4,2012
295725,The Mavericks,Brand New Day,1,2017
295735,The Mavericks,In Time,4,2013
295749,The Mavericks,Mono,2,2015
295832,The Melvins,Hold It In,1,2015
295855,The Melvins,The Bride Screamed Murder,1,2010
295864,The Men,New Moon,1,2013
295876,The Men,Tomorrow's Hits,1,2014
295884,The Menzingers,After The Party,1,2017
295897,The Menzingers,Rented World,1,2014
295909,The Merry-Go-Round,The Merry-Go-Round,2,2010
296333,The Moments,Moments Greatest Hits,7,2014
296346,The Monkees,Good Times!,4,2016
296877,The Mountain Goats,All Eternals Deck,1,2011
296911,The Mountain Goats,Beat The Champ,1,2015
296936,The Mountain Goats,Goths,1,2017
296973,The Mountain Goats,Transcendental Youth,1,2012
296998,The Mowgli's,Waiting For The Dawn,1,2013
297036,The Music,The Music,2,2018
297184,The Naked And Famous,In Rolling Waves,1,2013
297196,The Naked And Famous,"Passive Me, Aggressive You",2,2010
297209,The Naked And Famous,Simple Forms,1,2016
297280,The National,Sleep Well Beast,4,2017
297317,The Neighbourhood,The Neighbourhood,1,2018
297338,The Neighbourhood,Wiped Out!,4,2015
297604,The New Broadway Cast Recording,The Gershwins: Porgy and Bess,1,2012
297774,The New Pornographers,Brill Bruisers,5,2014
297812,The New Pornographers,Together,5,2010
297838,The New Pornographers,Whiteout Conditions,1,2017
297905,The Nick Hexum Quintet,My Shadow Pages,1,2013
297951,The Nixons,The Nixons,1,2017
298125,The O'Jays,Imagination,2,2011
298251,The O'Kaysions,Girl Watcher,4,2016
298421,The Offspring,Days Go By,6,2012
298486,The Oh Hellos,"Dear Wormwood,",1,2015
298520,The Orb Featuring David Gilmour,Metallic Spheres,2,2010
298542,The Originals,"Baby, I'm For Real",4,2015
298544,The Orwells,Disgraceland,1,2014
298805,The Pains Of Being Pure At Heart,Belong,2,2011
298815,The Pains Of Being Pure At Heart,Days Of Abandon,1,2014
299087,The Piano Guys,Christmas Together,6,2017
299099,The Piano Guys,Limitless,1,2018
299112,The Piano Guys,Live!: Carnegie Hall Audio + Red Rocks Concert Video,1,2015
299147,The Piano Guys,The Piano Guys 2,7,2013
299161,The Piano Guys,Uncharted,2,2016
299240,The Plot In You,Could You Watch Your Children Burn,1,2013
299250,The Plot In You,Dispose,1,2018
299260,The Plot In You,Happiness In Self Destruction,1,2015
299717,The Pretty Reckless,Light Me Up,1,2010
299728,The Pretty Reckless,Who You Selling For,2,2016
299824,The Prodigy,The Day Is My Enemy,1,2015
300335,The Rapture,In The Grace Of Your Love,1,2011
300499,The Raveonettes,Observator,1,2012
300508,The Raveonettes,Pe'ahi,1,2014
300531,The Raveonettes,Raven In The Grave,1,2011
300540,The Ready Set,Feel Good Now (EP),1,2011
300545,The Ready Set,The Bad & The Better,1,2014
300571,The Record Company,All Of This Life,1,2018
300608,The Red Jumpsuit Apparatus,Am I The Enemy,1,2011
300642,The Red Jumpsuit Apparatus,The Hell Or High Water,1,2010
300709,The Rentals,Lost In Alphaville,1,2014
300784,The Replacements,For Sale: Live At Maxwell's 1986,1,2017
300835,The Replacements,Songs For Slim (EP),1,2013
300858,The Revivalists,Take Good Care,1,2018
300874,The Rides,Can't Get Enough,2,2013
300884,The Rides,Pierced Arrow,1,2016
301089,The Robert Cray Band,In My Soul,1,2014
301133,The Robert Glasper Trio,"Robert Glasper: Covered, Recorded Live At Capitol Studios",1,2015
301180,The Rocket Summer,Life Will Write The Words,1,2012
301192,The Rocket Summer,Of Men And Angels,2,2010
301369,The Rolling Stones,From The Vault: Hampton Coliseum (Live In 1981),1,2018
301536,The Rolling Stones,On Air,2,2017
301803,The Roots,...And Then You Shoot Your Cousin,3,2014
301983,The Rose Garden,The Rose Garden,2,2018
302022,The Royal Guardsmen,Snoopy For President,2,2011
302039,The Runaways,Queens Of Noise,4,2010
302123,The S.O.S. Band,The Best Of S.O.S. Band,1,2011
302269,The Script,#3,7,2012
302279,The Script,Freedom Child,1,2017
302293,The Script,No Sound Without Silence,4,2014
302361,The Secret Sisters,Put Your Needle Down,1,2014
302374,The Secret Sisters,You Don't Own Me Anymore,1,2017
302530,The Shins,Heartworms,2,2017
302817,The Smashing Pumpkins,Monuments To An Elegy,2,2014
302826,The Smashing Pumpkins,Oceania,7,2012
302870,The Smashing Pumpkins,"SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.",1,2018
302909,The Smashing Pumpkins,The Aeroplane Flies High,6,2013
303187,The Smothers Brothers,"Golden Hits Of The Smothers Brothers, Vol. 2",6,2011
303319,The Sounds,Something To Die For,1,2011
303510,The Spill Canvas,Realities (EP),1,2010
303739,The Statler Brothers,Best From The Farewell Concert,2,2013
303805,The Statler Brothers,The Gospel Music Of The Statler Brothers: Volume Two,2,2010
303891,The Steve Miller Band,Steve Miller Band Live,7,2015
303946,The Story So Far,Proper Dose,1,2018
303957,The Story So Far,Songs Of The Story So Far (EP),1,2014
303963,The Story So Far,What You Don't See,1,2013
304045,The String Cheese Incident,Believe,1,2017
304065,The String Cheese Incident,Song In My Head,1,2014
304098,The Strokes,Comedown Machine,5,2013
304145,The Strumbellas,Hope,1,2016
304156,The Struts,Everybody Wants,1,2016
304169,The Struts,Young & Dangerous,1,2018
304182,The Studio Cast Recording,The Hunchback Of Notre Dame: A New Musical,1,2016
304399,The Summer Set,Everything's Fine,1,2011
304410,The Summer Set,Legendary,1,2013
304434,The Summer Set,Stories For Monday,1,2016
304953,The Swon Brothers,The Swon Brothers,2,2014
304964,The Swon Brothers,The Voice: The Complete Season 4 Collection,1,2013
304977,The Sword,Apocryphon,2,2012
305003,The Sword,High Country,1,2015
305018,The Sword,Used Future,1,2018
305031,The Sword,Warp Riders,2,2010
305045,The Sylvers,The Sylvers,7,2010
305090,The Tallest Man On Earth,Dark Bird Is Home,1,2015
305101,The Tallest Man On Earth,There's No Leaving Now,2,2012
305148,The Tee Set,Ma Belle Amie,6,2014
305591,The Tenors,Lead With Your Heart,6,2012
305604,The Tenors,Under One Sky,2,2015
305621,The Texas Tenors,Rise,1,2017
305636,The The,Dusk,4,2017
305665,The Thermals,Personal Life,1,2010
305718,The Three Degrees,Three Degrees Live,1,2016
305730,The Thrills,First Thrills,4,2010
305783,The Ting Tings,Sounds From Nowheresville,1,2012
305864,The Tragically Hip,Man Machine Poem,1,2016
305888,The Tragically Hip,Now For Plan A,1,2012
305935,The Trammps,Best Of Trammps,6,2016
306183,The Turnpike Troubadours,The Turnpike Troubadours,1,2015
306292,The Uncluded,Hokey Fright,1,2013
306310,The Underachievers,Cellar Door: Terminus Ut Exordium,1,2014
306322,The Underachievers,Evermore: The Art Of Duality,1,2015
306438,The Used,Imaginary Enemy,2,2014
306473,The Used,Live & Acoustic At The Palace,1,2016
306495,The Used,The Canyon,1,2017
306512,The Used,The Ocean Of The Sky (EP),1,2013
306518,The Used,Vulnerable,4,2012
306533,The Vaccines,What Did You Expect From The Vaccines?,1,2011
306545,The Vamps,Meet The Vamps,3,2014
306558,The Vamps,Wake Up,1,2015
307080,The Vogues,Five O'Clock World,7,2018
307153,The Voidz,Virtue,1,2018
307254,The Walkmen,Lisbon,3,2010
307307,The Wallflowers,Glad All Over,2,2012
307343,The Walls Group,Fast Forward,2,2014
307366,The Wanted,Word Of Mouth,2,2013
307382,The War On Drugs,A Deeper Understanding,5,2017
307576,The Weepies,Be My Thrill,2,2010
307604,The Weepies,Sirens,1,2015
307692,The Whispers,The Best Of The Whispers,5,2013
307726,The Whispers,The Whispers' Love Story,2,2010
307760,The White Buffalo,Love And The Death Of Damnation,1,2015
307771,The White Buffalo,Shadows Greys & Evil Ways,1,2013
308345,The Wild Feathers,The Wild Feathers,1,2013
308371,The Willis Clan,Heaven,1,2015
308393,The Winery Dogs,Hot Streak,1,2015
308406,The Winery Dogs,The Winery Dogs,3,2013
308450,The Wombats,Beautiful People Will Ruin Your Life,1,2018
308461,The Wombats,Glitterbug,1,2015
308486,The Wonder Years,Burst & Decay (An Acoustic EP),1,2017
308493,The Wonder Years,No Closer To Heaven,2,2015
308506,The Wonder Years,Sister Cities,1,2018
308517,The Wonder Years,Suburbia I've Given You All And Now I'm Nothing,1,2012
308541,The Wonder Years,The Greatest Generation,1,2013
308554,The Wood Brothers,The Muse,1,2013
308566,The Word Alive,Deceiver,1,2010
308583,The Word Alive,Life Cycles,1,2012
308597,The Word Alive,Real,1,2014
308822,The xx,I See You,5,2017
308843,The-Dream,Crown (EP),1,2015
308869,The-Dream,IV Play,6,2013
308971,Theophilus London,Vibes,1,2014
309049,Theory Of A Deadman,Wake Up Call,2,2017
309142,They Might Be Giants,Glean,1,2015
309177,They Might Be Giants,I Like Fun,1,2018
309212,They Might Be Giants,Join Us,1,2011
309265,They Might Be Giants,Nanobots,2,2013
309290,They Might Be Giants,Phone Power,1,2016
309354,They Might Be Giants,Why?,1,2015
309372,Thi'sl,Fallen King,1,2014
309415,Thievery Corporation,Culture Of Fear,2,2011
309443,Thievery Corporation,Saudade,1,2014
309456,Thievery Corporation,Temple Of I & I,1,2017
309737,Third Eye Blind,Dopamine,2,2015
309789,Third Eye Blind,We Are Drugs (EP),1,2016
309855,Thirty Seconds To Mars,America,4,2018
309905,This Wild Life,Clouded,1,2014
309918,This Wild Life,Petaluma,1,2018
309928,Thom Yorke,Suspiria: Music For The Luca Guadagnino Film (Soundtrack),1,2018
309962,Thomas Bergersen,Sun,1,2014
310143,Thousand Foot Krutch,Exhale,1,2016
310167,Thousand Foot Krutch,The End Is Where We Begin,6,2012
310336,Three Days Grace,Outsider,2,2018
310469,"Three Hanks: Hank Williams, Sr., Jr., III",Three Hanks: Men With Broken Hearts,1,2010
310480,Thrice,Anthology,1,2012
310514,Thrice,Major/Minor,2,2011
310527,Thrice,Palms,1,2018
310562,Thrice,To Be Everywhere Is To Be Nowhere,2,2016
310596,Thriving Ivory,Through Yourself & Back Again,1,2010
310608,Throwdown,Intolerance,1,2014
310654,Thundercat,Apocalypse,1,2013
310666,Thundercat,Drunk,3,2017
310763,Thursday,No Devolucion,1,2011
310786,Thurston Moore,Demolished Thoughts,1,2011
310795,Thurston Moore,The Best Day,1,2014
310803,Thy Art Is Murder,Dear Desolation,1,2017
310813,Thy Art Is Murder,Holy War,2,2015
310825,Tierra Cali,Maldito Amor,2,2010
310834,Tierra Cali,Mas Alla De La Distancia,1,2010
310844,Tierra Cali,Si Tu Te Vas,1,2010
310855,Tierra Cali,Un Siglo De Amor,1,2011
310866,Tiesto,A Town Called Paradise,3,2014
310884,Tiesto,"Club Life, Vol. 4: New York City",2,2015
310904,Tiesto,Clublife: Volume Two: Miami,5,2017
311087,Tig Notaro,Live (EP),2,2013
311123,Tiger Army,V...,1,2016
311136,Tigers Jaw,Charmer,1,2014
311554,Timeflies,After Hours,1,2014
311568,Timeflies,Just For Fun,1,2015
311579,Timeflies,One Night (EP),1,2012
311585,Timeflies,Warning Signs (EP),1,2013
311589,Times Of Grace,The Hymn Of A Broken Man,2,2011
311670,Tina Campbell,It's Personal,2,2017
311865,Tinashe,Aquarius,3,2014
311883,Tinashe,Joyride,1,2018
311896,Tinashe,Nightride,1,2016
311911,Tinie Tempah,Disc-Overy,4,2010
311924,Tink,Pain & Pleasure (EP),1,2018
311930,Tinted Windows,Tinted Windows,2,2016
311961,Tired Pony,Place We Ran From,1,2010
311972,Title Fight,Floral Green,1,2012
311983,Title Fight,Hyperview,1,2015
312010,"Tito ""El Bambino"" El Patron",Invencible,1,2014
312041,Titus Andronicus,Local Business,1,2012
312051,Titus Andronicus,The Most Lamentable Tragedy,1,2015
312144,Toad The Wet Sprocket,New Constellation,1,2013
312189,Tobacco,Ultima II Massage,1,2014
312205,Tobias Jesso Jr.,Goon,1,2015
312219,Toby Keith,35 mph Town,3,2015
312439,Toby Keith,The Bus Songs,1,2017
312548,Todd Dulaney,A Worshippers Heart,1,2016
312563,Todd Dulaney,Your Great Name,1,2018
312732,Todd Snider,Agnostic Hymns & Stoner Fables,1,2012
312755,Todd Terje,It's Album Time,1,2014
312767,Todrick Hall,Straight Outta Oz,1,2016
312806,Tokyo Police Club,Champ,1,2010
312828,Tokyo Police Club,Forcefield,1,2014
312904,Tom DeLonge,"To The Stars... Demos, Odds And Ends",1,2015
313022,Tom Jones,Praise & Blame,3,2010
313085,Tom Jones,Tom Jones Greatest Hits,3,2014
313158,Tom Keifer,The Way Life Goes,1,2017
313201,Tom Morello,The Atlas Underground,1,2018
313276,Tom Petty,An American Treasure,4,2018
314036,Tomahawk,Oddfellows,1,2012
314373,Tommy Torres,12 Historias,1,2012
314496,Toni Braxton,Sex & Cigarettes,2,2018
314605,Tonight Alive,The Other Side,1,2013
314617,Tony Banks,A Curious Feeling,5,2016
314888,Tony Bennett,Tony Bennett Celebrates 90,2,2016
315001,Tony Bennett & Bill Charlap,The Silver Lining: The Music Of Jerome Kern,1,2015
315015,Tony Bennett & Diana Krall,Love Is Here To Stay,4,2018
315093,Tony Iommi,Iommi,1,2019
315466,Too $hort,No Trespassing,1,2012
315638,Torche,Harmonicraft,1,2012
315651,Torche,Restarter,1,2015
315743,Tori Amos,Gold Dust,1,2012
315806,Tori Amos,Native Invader,1,2017
315819,Tori Amos,Night Of Hunters,4,2011
315929,Tori Amos,Unrepentant Geraldines,4,2014
315943,Tori Kelly,Foreword (EP),2,2013
315948,Tori Kelly,Hiding Place,1,2018
315972,Toro y Moi,Anything In Return,2,2013
315985,Toro y Moi,Boo Boo,1,2017
315998,Toro y Moi,Underneath The Pine,1,2011
316009,Toro y Moi,What For?,1,2015
316155,Toto,Greatest Hits: 40 Trips Around The Sun,1,2018
316197,Toto,Toto XIV,1,2015
316216,Touche Amore,Is Survived By,1,2013
316228,Touche Amore,Stage Four,1,2016
316240,Tove Lo,Blue Lips: Lady Wood Phase II,1,2017
316491,Trace Adkins,Love Will...,5,2013
316528,Trace Adkins,Something's Going On,2,2017
316575,Tracey Thorn,Love And Its Opposite,1,2010
316597,Traci Braxton,Crash & Burn,1,2014
316812,Tracy Lawrence,Good Ole Days,1,2017
316823,Tracy Lawrence,"Headlights, Taillights And Radios",1,2012
316978,Trae,Restless,2,2013
316996,Trae Tha Truth,Tha Truth,1,2017
317098,Trailer Choir,Tailgate,1,2010
317135,Train,Bulletproof Picasso,7,2014
317158,Train,Christmas In Tahoe,2,2017
317175,Train,Does Led Zeppelin II,1,2016
317247,Trampled By Turtles,Life Is Good On The Open Road,1,2018
317259,Trampled By Turtles,Stars And Satellites,4,2012
317270,Trampled By Turtles,Wild Animals,2,2014
317325,Trans-Siberian Orchestra,Letters From The Labyrinth,7,2015
317418,Transit,Young New England,1,2013
317443,Transplants,In A Warzone,1,2013
317478,Trapt,DNA,1,2016
317494,Trapt,No Apologies,3,2010
317516,Trapt,Reborn,2,2013
317631,Travis,Where You Stand,1,2013
317642,Travis Barker,Give The Drummer Some,5,2011
317654,Travis Barker & YelaWolf,Psycho White (EP),1,2012
317659,Travis Cottrell,Jesus Saves: Live,1,2016
317673,Travis Cottrell,When The Stars Burn Down,1,2011
317686,Travis Greene,Crossover: Live From Music City,1,2017
317701,Travis Greene,The Hill,1,2015
317713,Travis Porter,From Day 1,2,2012
317873,Travis Tritt,The Calm After...,1,2013
317940,Tremonti,A Dying Machine,1,2018
317956,Tremonti,All I Was,2,2012
317968,Tremonti,Cauterize,1,2015
317978,Tremonti,Dust,1,2016
317989,Trent Reznor And Atticus Ross,The Girl With The Dragon Tattoo (Soundtrack),4,2011
318079,Trevor Hall,Chapter Of The Forest,1,2014
318091,Trevor Hall,Everything Everytime Everywhere,1,2011
318103,Trevor Hall,Kala,1,2015
318154,Trey Anastasio,Paper Wheels,1,2015
318198,Trey Anastasio,Traveler,1,2012
318232,Trey Songz,11,1,2018
318242,Trey Songz,28,1,2018
318290,Trey Songz,Inevitable (EP),3,2011
318295,Trey Songz,Intermission I & II,2,2015
318390,Tribal Seeds,Representing,1,2014
318587,Tricky,False Idols,1,2013
318628,Trigger Hippy,Trigger Hippy,1,2014
318651,Trin-i-tee 5:7,Angel & Chanelle,5,2011
318695,Trina,Amazin',7,2010
318949,Trinidad James,Don't Be S.A.F.E.,2,2013
318990,Trip Lee,Between Two Worlds,2,2010
319007,Trip Lee,The Good Life,4,2012
319022,Trip Lee,The Waiting Room,1,2016
319107,Triptykon,Melana Chasmata,1,2014
319138,Trisha Yearwood,"Heaven, Heartache And The Power Of Love",7,2010
319208,Tristan Prettyman,Back To Home (EP),1,2014
319215,Tristan Prettyman,Cedar + Gold,2,2012
319343,Trivium,In Waves,4,2011
319375,Trivium,Silence In The Snow,2,2015
319401,Trivium,The Sin And The Sentence,1,2017
319412,Trivium,Vengeance Falls,3,2013
319438,Trombone Shorty,For True,2,2011
319452,Trombone Shorty,Parking Lot Symphony,1,2017
319464,Trombone Shorty,Say That To Say This,1,2013
319510,Trouble & Mike WiLL Made-It,Edgewood,1,2018
319539,Troy Ave,Major Without A Deal,2,2015
319556,Troye Sivan,Bloom,6,2018
319582,Troye Sivan,TRXYE (EP),4,2014
